event_date,customer_id,customer_descriptive_name,campaign_id,campaign_name,campaign_status,campaign_primary_status,ad_group_id,ad_group_name,ad_group_status,ad_group_ad_ad_id,ad_group_ad_status,ad_group_ad_policy_summary_approval_status,ad_group_ad_policy_summary_policy_topic_entries,ad_group_ad_policy_summary_review_status,impressions,clicks
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,1111,ENABLED,APPROVED_LIMITED,STALE_DISAPPROVAL|GOVERNMENT_DOCUMENTS_AND_OFFICIAL_SERVICES,REVIEWED,19757,496
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,1112,ENABLED,DISAPPROVED,TRADEMARKS|TRADEMARKS_IN_AD_TEXT,REVIEWED,9975,710
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,1113,ENABLED,DISAPPROVED,PHONE_NUMBER_IN_AD_TEXT,REVIEWED,12787,171
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,1114,ENABLED,DISAPPROVED,RESTRICTED_MEDICAL_CONTENT|RESTRICTED_DRUG_TERMS|EVASIVE_AD_CONTENT,REVIEWED,87168,2677
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,1115,ENABLED,APPROVED,,REVIEWED,19533,467
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,1116,ENABLED,DISAPPROVED,SHOCKING_CONTENT,REVIEWED,23876,378
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,1117,ENABLED,APPROVED,,REVIEWED,97154,360
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,1118,ENABLED,DISAPPROVED,TRADEMARKS_IN_AD_TEXT,REVIEWED,76271,6797
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,1119,ENABLED,APPROVED,,REVIEWED,31348,1435
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,11110,ENABLED,APPROVED_LIMITED,CAPITALIZATION|STALE_DISAPPROVAL|TRADEMARKS_IN_AD_TEXT,REVIEWED,36985,2801
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,11111,ENABLED,UNDER_REVIEW,,REVIEWED,63953,2703
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,11112,ENABLED,APPROVED_LIMITED,TRADEMARKS,REVIEWED,16871,1274
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,11113,ENABLED,DISAPPROVED,RESTRICTED_DRUG_TERMS|RESTRICTED_MEDICAL_CONTENT,REVIEWED,33648,1578
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,11114,ENABLED,DISAPPROVED,TRADEMARKS_IN_AD_TEXT|SHOCKING_CONTENT,REVIEWED,61569,2569
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,11115,ENABLED,DISAPPROVED,DESTINATION_NOT_ACCESSIBLE,REVIEWED,38079,3443
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,11116,ENABLED,DISAPPROVED,CAPITALIZATION|STALE_DISAPPROVAL|TRADEMARKS_IN_AD_TEXT,REVIEWED,51638,3070
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,11117,ENABLED,APPROVED,,REVIEWED,43935,1506
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,11118,ENABLED,APPROVED,,REVIEWED,11689,612
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,11119,ENABLED,APPROVED_LIMITED,CAPITALIZATION|TRADEMARKS_IN_AD_TEXT,REVIEWED,90554,365
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,11120,ENABLED,UNDER_REVIEW,,REVIEWED,98687,4879
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,11121,ENABLED,DISAPPROVED,TRADEMARKS_IN_AD_TEXT|STALE_DISAPPROVAL|CAPITALIZATION,REVIEWED,25114,587
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,11122,ENABLED,APPROVED,,REVIEWED,41767,3957
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,11123,ENABLED,APPROVED,,REVIEWED,85269,3525
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,11124,ENABLED,DISAPPROVED,RESTRICTED_EMPLOYMENT,REVIEWED,56096,1965
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,11125,ENABLED,APPROVED,,REVIEWED,84074,5645
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,11126,ENABLED,APPROVED_LIMITED,CAPITALIZATION,REVIEWED,68786,6634
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,11127,ENABLED,APPROVED,,REVIEWED,17200,1249
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,11128,ENABLED,UNDER_REVIEW,,REVIEWED,44628,1734
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,11129,ENABLED,APPROVED_LIMITED,STALE_DISAPPROVAL,REVIEWED,82650,292
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,11130,ENABLED,UNDER_REVIEW,,REVIEWED,28693,1612
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,11131,ENABLED,APPROVED,,REVIEWED,96665,3178
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,11132,ENABLED,DISAPPROVED,RESTRICTED_DRUG_TERMS|RESTRICTED_MEDICAL_CONTENT,REVIEWED,78708,6661
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,11133,ENABLED,APPROVED_LIMITED,SENSITIVE_EVENTS,REVIEWED,88298,5073
,1111111111,UK Account,11,uk_london,ENABLED,ELIGIBLE,111,uk_london_soho,ENABLED,11134,ENABLED,APPROVED,,REVIEWED,16107,932
